,SK_ID_CURR,TARGET,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,OCCUPATION_TYPE,CNT_FAM_MEMBERS,INCOME_CREDIT_PERC,INCOME_PER_PERSON,ANNUITY_INCOME_PERC,PAYMENT_RATE,ACTIVE_LOAN,DAYS_CREDIT,CREDIT_DAY_OVERDUE,AMT_CREDIT_SUM,DAYS_CREDIT_UPDATE,CREDIT_ACTIVE,ACTIVE_CREDIT,NUMBER_PREV_LOANS,DIFFERENT_LOAN_PRODUCTS,PREV_AMT_RECEIVED_MEAN,PREV_AMT_APPLICATION,PREV_AMT_ANNUITY,PREV_AMT_CREDIT,AMT_DOWN_PAYMENT,PREV_DAYS_DECISION,PREV_CNT_PAYMENT,PREV_RATE_DOWN_PAYMENT,INCOME_TO_TOTAL_ANNUITY
2887,319698,0,F,N,N,0,315000,1288350,37800,1125000,Other_B,Working,Secondary / secondary special,Married,House / apartment,0.006207,-16284,-9599,Laborers,2,0.244498778,157500,0.12,0.029339853,4,-1400.666667,0,1949760,-782.5,6,1550700,2,2,0.96172096,1130742,69626.52,1480648.5,NA,-1504.666667,32.66666667,NA,8.333333333
4996,319729,0,F,Y,Y,3,108000,868500,24385.5,868500,Family,Working,Secondary / secondary special,Married,House / apartment,0.028663,-12975,-1103,Core staff,5,0.124352332,21600,0.225791667,0.02807772,6,-1224.666667,0,1983155.85,-769.1111111,9,1264500,3,2,0.740791981,1355431.5,85365.99,1588644,NA,-1243,15,NA,4.428861414
782,319770,1,F,Y,Y,1,90000,544068,26590.5,382500,Unaccompanied,Working,Higher education,Married,House / apartment,0.022625,-11562,-486,Sales staff,3,0.165420499,30000,0.29545,0.048873486,2,-176.6666667,0,307732.5,-26.66666667,3,171000,1,2,NA,378508.5,NA,460345.5,NA,-262.625,NA,NA,3.384667456
4201,319955,0,M,Y,Y,2,112500,776304,21478.5,648000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.031329,-13456,-766,Laborers,4,0.144917455,28125,0.19092,0.027667641,1,-1350.25,0,399105,-664.75,4,225000,3,2,1.03349834,163881,22945.185,160807.5,14895,-2181,9.333333333,0.097123918,5.237795935
3604,320035,0,F,N,Y,0,162000,497520,27778.5,450000,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.028663,-17413,-1654,Sales staff,1,0.325615051,162000,0.171472222,0.055833936,0,-2398.75,0,259290,-1537.25,4,0,4,1,NA,782275.5,NA,799668,NA,-887,NA,NA,5.831848372
186,320087,1,F,N,N,1,157500,568057.5,21766.5,459000,Family,Working,Secondary / secondary special,Married,House / apartment,0.030755,-8920,-1878,Laborers,3,0.277260665,52500,0.1382,0.038317424,1,-1185,0,9.00E+05,-21,1,9.00E+05,0,1,0.929931561,125959.23,12312.405,135450,6304.23,-1350,16,0.048435095,7.235890014
3123,320186,0,F,Y,N,0,153000,1350000,36369,1350000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.008866,-20358,-115,Drivers,2,0.113333333,76500,0.237705882,0.02694,5,-1239.846154,0,1851460.02,-751,13,1109250,8,2,1.145037985,128826,20394.72,112387.5,19660.5,-1764,7.5,0.12686789,4.206879485
3413,320260,0,F,N,Y,1,112500,47970,5166,45000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.030755,-9892,-1435,Core staff,3,2.34521576,37500,0.04592,0.107692308,4,-610.7,0,1508044.5,-208.4,10,940500,6,3,0.983576984,2005466.85,165511.17,2127303,NA,-846.6666667,14.66666667,NA,21.77700348
2011,320269,0,F,N,Y,0,112500,797557.5,42624,688500,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.035792,-20195,-162,Medicine staff,2,0.141055661,56250,0.37888,0.053443169,4,-1793.818182,0,1896877.8,-1022.090909,11,608523.615,7,3,NA,1640650.5,NA,1703358,NA,-301.5833333,NA,NA,2.639358108
2328,320361,0,M,N,Y,1,202500,343800,16852.5,225000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.007114,-14998,-1111,Laborers,3,0.589005236,67500,0.083222222,0.049018325,3,-1130.25,0,993774.6,-88.25,4,910556.1,1,2,NA,1159150.5,NA,1421131.5,NA,-339.7142857,NA,NA,12.01602136
3527,320363,0,F,N,Y,0,112500,679500,24201,679500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.019101,-19623,-2776,,2,0.165562914,56250,0.21512,0.035615894,0,-2113,0,152599.5,-963,2,0,2,1,NA,192397.5,NA,190917,NA,-317.6,NA,NA,4.648568241
2634,320505,0,M,N,Y,0,180000,1535553,44136,1372500,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.030755,-15029,-1211,Medicine staff,2,0.117221613,90000,0.2452,0.02874274,1,-1252.666667,0,1586916,-854.6666667,6,270000,5,3,0.938086304,67500,7869.015,71955,0,-2723,12,0,4.078303426
270,320509,1,M,N,N,0,180000,942300,24984,675000,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.018634,-9342,-838,Core staff,1,0.191021968,180000,0.1388,0.026513849,3,-567.1428571,0,623805.84,-302.8571429,7,461250,4,2,NA,730948.5,NA,736015.5,NA,-512.2,NA,NA,7.204610951
4909,320547,0,F,N,Y,0,180000,675000,19867.5,675000,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.026392,-13950,-1837,Core staff,1,0.266666667,180000,0.110375,0.029433333,2,-781.3333333,0,6158916,-192,3,6120000,1,2,NA,270000,NA,720000,NA,-561.6666667,NA,NA,9.06002265
4503,320554,0,M,N,N,0,315000,450000,27193.5,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-11308,-1792,Laborers,2,0.7,157500,0.086328571,0.06043,2,-1130,0,3240000,-31,2,3240000,0,2,NA,366475.5,NA,366475.5,NA,-490.4,NA,NA,11.5836505
4800,320605,0,M,Y,Y,0,171000,232434,11997,166500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.009334,-15686,-1197,Drivers,2,0.735692713,85500,0.070157895,0.051614652,1,-1270.875,0,1858750.56,-711.875,8,1035000,7,2,0.961876337,64494,NA,67540.5,0,-1820,NA,0,14.25356339
3057,320658,0,F,N,Y,1,247500,1053000,30919.5,1053000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.020713,-13699,-5032,Core staff,3,0.235042735,82500,0.124927273,0.029363248,2,-934,0,3337215.84,-505.7142857,7,1476922.95,5,2,NA,2396821.5,NA,2664756,NA,-1012.857143,NA,NA,8.004657255
4025,320856,0,F,Y,Y,1,247500,1256400,36864,9.00E+05,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.009334,-10999,-2384,Cleaning staff,3,0.196991404,82500,0.148945455,0.029340974,1,-438,0,103500,-74,1,103500,0,1,0.697854482,267178.5,69337.305,1059484.5,NA,-1173.25,9,NA,6.713867188
2997,321046,0,F,N,Y,1,90000,298512,16798.5,270000,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,0.02461,-18977,NA,,2,0.301495417,45000,0.18665,0.05627412,1,-22,0,90000,-7,1,90000,0,1,0.825601212,39240,2141.19,47529,0,-915,24,0,5.357621216
3996,321100,0,F,N,Y,1,121500,450000,32877,450000,Unaccompanied,State servant,Secondary / secondary special,Civil marriage,House / apartment,0.006671,-14103,-146,,3,0.27,40500,0.270592593,0.07306,1,-1894.333333,0,609471,-1324,3,508500,2,1,1.361988607,35505,5231.97,26068.5,10665,-2871,6,0.316200595,3.695592664
4646,321404,0,F,N,Y,0,135000,1078200,31653,9.00E+05,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.019101,-16718,-2890,Private service staff,1,0.125208681,135000,0.234466667,0.029357262,1,-914.75,0,191442.15,-576.25,4,90855,3,1,1.011212606,532009.35,51000.03,538600.5,9001.35,-1741.333333,13.66666667,0.039781727,4.264998578
4403,321449,0,F,N,N,0,216000,268659,14998.5,243000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.035792,-20810,NA,,2,0.803993166,108000,0.0694375,0.055827275,1,-1190,0,860341.5,-613.3333333,3,685584,2,1,1,73242,6707.52,73242,0,-766,12,0,14.40144014
3639,321644,0,M,Y,Y,1,90000,456273,23427,346500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,-13625,-2832,Laborers,3,0.19725033,30000,0.2603,0.051344261,0,-1921,0,425160,-922,2,0,2,1,NA,812313,NA,883732.5,NA,-1122.222222,NA,NA,3.841721091
2027,321769,0,F,Y,N,1,225000,582768,35653.5,540000,Unaccompanied,Working,Higher education,Married,House / apartment,0.020246,-12904,-1196,Managers,3,0.386088461,75000,0.15846,0.061179577,0,-2202.75,0,330975.9,-1827.5,4,0,4,1,0.978495712,2146468.5,149751.315,2190600,NA,-1173,15,NA,6.310740881
341,321780,1,F,Y,Y,1,157500,1231663.5,36013.5,1075500,Family,State servant,Higher education,Married,House / apartment,0.018634,-17201,-255,High skill tech staff,3,0.127875836,52500,0.228657143,0.029239723,5,-844.7777778,0,4356202.5,-312.2222222,9,3402000,4,2,NA,1780213.5,NA,2412823.5,NA,-191.25,NA,NA,4.37335999
2228,321877,0,F,N,Y,0,225000,669600,34317,598500,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.025164,-18791,-1285,,1,0.336021505,225000,0.15252,0.05125,3,-751.0909091,0,1030876.83,-429.0909091,11,454500,8,3,NA,811611,NA,930667.5,NA,-593.6,NA,NA,6.556517178
680,321905,1,M,N,N,0,45000,296280,15255,225000,Unaccompanied,Working,Lower secondary,Married,House / apartment,0.00712,-13207,-766,Low-skill Laborers,2,0.151883354,22500,0.339,0.051488457,0,-2384.333333,0,194926.05,-1582,3,0,3,1,1.029634311,169560.9,17672.94,171301.5,13491.9,-1751,11,0.102173837,2.949852507
1983,321924,0,F,N,N,0,270000,971280,51745.5,9.00E+05,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.031329,-21982,-3840,,2,0.277983692,135000,0.19165,0.053275574,2,-412,21.5,503505,-45,2,503505,0,2,0.968713505,574650,91654.47,595440,NA,-1719.333333,8,NA,5.21784503
3119,321989,0,F,N,Y,0,112500,450000,20979,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010006,-16706,-3338,Sales staff,2,0.25,56250,0.18648,0.04662,2,-297,0,436500,-18,2,436500,0,2,1.048854167,45310.5,7175.52,43200,4950,-696,8,0.111962617,5.362505363
4271,322060,0,F,Y,N,3,202500,1687266,68719.5,1575000,Unaccompanied,Working,Higher education,Married,House / apartment,0.006629,-13226,-3005,Accountants,5,0.120016642,40500,0.339355556,0.040728314,4,-1446.1,0,13097790,-899,10,8071290,6,2,1.25,290250,16530.3,232200,58050,-420,16,0.217818182,2.946761836
4827,322140,0,M,Y,Y,0,427500,729000,24093,729000,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.04622,-20054,-3736,Drivers,2,0.586419753,213750,0.056357895,0.033049383,1,-450,0,1237500,-17,1,1237500,0,1,1.066871411,247220.37,35649.09,234499.5,18453.87,-2481.75,8.5,0.083945949,17.743743
2204,322190,0,F,Y,Y,0,225000,1872517.5,65218.5,1710000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,Co-op apartment,0.025164,-14982,-2443,,2,0.120159091,112500,0.28986,0.034829314,5,-1286.7,0,3007980,-457.3,10,1764000,5,2,0.853528717,172467,10440.63,202063.5,0,-470,24,0,3.449941351
4985,322291,0,M,Y,N,1,135000,312768,11718,270000,,Working,Secondary / secondary special,Married,House / apartment,0.030755,-9398,-435,High skill tech staff,3,0.431629834,45000,0.0868,0.03746547,1,-109,0,360000,-101,1,360000,0,1,1.003125068,243171,36318.87,238459.5,6979.5,-511.25,11.25,0.027227273,11.52073733
4608,322302,0,M,N,N,0,180000,474183,22234.5,391500,Unaccompanied,Working,Higher education,Married,Municipal apartment,0.032561,-14966,-196,Managers,2,0.379600281,90000,0.123525,0.046890125,2,-1859.75,0,457111.62,-1410,4,256590,2,2,0.582833819,335191.5,29680.515,504936,NA,-1776.666667,15.33333333,NA,8.095527221
1992,322323,0,F,Y,Y,1,202500,327024,16033.5,270000,Unaccompanied,Working,Higher education,Married,House / apartment,0.025164,-16636,-4012,Core staff,3,0.619220608,67500,0.079177778,0.049028512,2,-1342.2,0,2408368.5,-279.8,5,1093500,3,2,NA,5697000,NA,6191856,NA,-228.45,NA,NA,12.62980634
4539,322654,0,M,N,N,0,135000,225000,15034.5,225000,Unaccompanied,State servant,Higher education,Married,With parents,0.026392,-11443,-2260,,2,0.6,67500,0.111366667,0.06682,3,-1048.555556,0,2934218.79,-567.5555556,9,1827000,6,1,1.230261914,79357.32,12482.415,70276.5,13504.32,-1031.5,9,0.204373099,8.979347501
4158,322668,0,F,N,Y,0,225000,90000,9693,90000,Unaccompanied,Working,Higher education,Married,House / apartment,0.072508,-19285,-12676,Laborers,2,2.5,112500,0.04308,0.1077,4,-913.5,0,4046251.5,-214,4,4046251.5,0,3,NA,954054,63477.9,940446,NA,-1052.166667,12,NA,23.21262767
4989,322700,0,F,N,Y,0,180000,417024,25330.5,360000,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.007274,-21268,NA,,2,0.431629834,90000,0.140725,0.060741108,0,-1043,0,369673.2,-461,3,0,3,2,0.675508903,544050,49940.37,891225,NA,-1012.666667,12,NA,7.106057914
4103,322742,0,F,Y,N,0,130500,540000,26109,540000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020713,-17656,-6129,Laborers,2,0.241666667,65250,0.200068966,0.04835,1,-810,0,573979.59,-12,1,573979.59,0,1,0.895183299,271287,26359.515,305127,0,-585.3333333,13.33333333,0,4.998276456
2481,322746,0,M,Y,Y,1,315000,1180341,39136.5,1057500,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.019101,-12942,-4366,Managers,3,0.266872031,105000,0.124242857,0.033156944,1,-2509,0,3839328,-786.75,4,1350000,3,1,0.948497842,1444005,91421.325,1550592,NA,-1056.333333,19.33333333,NA,8.048752443
727,322854,1,M,Y,Y,1,112500,237024,15840,180000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018634,-17779,-188,Laborers,3,0.47463548,37500,0.1408,0.066828676,2,-824.4444444,0,486027,-475.1111111,9,225000,7,2,0.911576971,58306.5,10491.93,64341,0,-435,7,0,7.102272727
3986,322891,0,F,N,Y,0,112500,1174090.5,46692,1080000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.006629,-19862,-4463,Medicine staff,2,0.095818849,56250,0.41504,0.039768655,0,-1354,0,405000,-660,1,0,1,1,0.651272343,75460.5,18245.925,188865,NA,-2080.666667,6,NA,2.409406322
3470,322910,0,F,N,Y,0,270000,479578.5,25240.5,414000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.022625,-18987,-1309,Sales staff,2,0.562994379,135000,0.093483333,0.052630591,1,-681.5,0,1221786,-128.5,2,929736,1,1,NA,2425500,NA,2773381.5,NA,-286.75,NA,NA,10.69709396
1146,322912,1,F,Y,Y,1,135000,314055,16164,238500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.01885,-13698,-595,Laborers,3,0.429861012,45000,0.119733333,0.051468692,2,-817.8,0,1338133.5,-506.6,5,1035000,3,2,1.102746938,347841.9,NA,443988.9,NA,-1523.5,NA,NA,8.351893096
3489,323191,0,F,N,N,0,121500,312768,23382,270000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.011703,-19996,NA,,2,0.388466851,60750,0.192444444,0.074758287,3,-724.4285714,0,1522593,-242.8571429,7,525145.5,4,2,0.574700599,17275.5,5151.555,82530,NA,-2421,6,NA,5.19630485
2443,323214,0,F,N,Y,0,90000,397881,26032.5,328500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.031329,-14480,-1985,Security staff,2,0.226198285,45000,0.28925,0.065427854,2,-350,0,137992.23,-270.6666667,3,119024.73,1,2,1.058737482,42340.5,8154.27,39991.5,4234.5,-2053,6,0.104277019,3.45721694
2307,323215,0,F,Y,Y,0,157500,1078200,31653,9.00E+05,Unaccompanied,Working,Higher education,Married,House / apartment,0.019101,-11022,-441,Sales staff,2,0.146076795,78750,0.200971429,0.029357262,1,-1197.4,0,1077520.5,-774.6,5,517500,4,1,0.919657274,812826.9,NA,1098238.5,NA,-1321.333333,NA,NA,4.975831675
1571,323225,0,M,Y,N,2,135000,1067940,31356,765000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.00823,-14552,-3556,High skill tech staff,4,0.126411596,33750,0.232266667,0.0293612,2,-1147.25,0,2238345,-188.5,4,382500,2,3,0.555558642,89995.5,15748.605,215995.5,NA,-2265,5,NA,4.305396096
933,323309,1,M,Y,Y,0,157500,545040,20677.5,450000,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,0.006852,-20672,-3609,Drivers,2,0.288969617,78750,0.131285714,0.037937583,1,-1439,0,732771,-983.75,4,540000,3,1,NA,523383.75,NA,525879,NA,-1047.833333,NA,NA,7.616974973
402,323331,1,M,Y,Y,2,225000,457389,42079.5,391500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.006296,-16256,-2207,,4,0.49192263,56250,0.18702,0.09199937,3,-1486.2,0,9677367.81,-994.5,10,9200160,7,3,NA,41076,NA,43681.5,NA,-250.75,NA,NA,5.347021709
4856,323342,0,F,N,N,0,225000,566055,15061.5,472500,Unaccompanied,Commercial associate,Higher education,Single / not married,House / apartment,0.009175,-11676,-808,High skill tech staff,1,0.397487877,225000,0.06694,0.026607838,5,-303.2,0,5444081.37,-44,5,5444081.37,0,3,0.9824722,291366,34952.985,295123.5,NA,-359.6666667,5.333333333,NA,14.93875112
3624,323347,0,F,N,Y,0,54000,76410,7573.5,67500,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.018029,-23029,NA,,2,0.706713781,27000,0.14025,0.099116608,2,-244.3333333,0,509079.105,-33,3,419079.105,1,2,0.937296219,46026,5534.145,49392,1350,-670,12,0.033503617,7.130124777
433,323392,1,F,N,N,0,81000,450000,35554.5,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,-19579,-309,Laborers,2,0.18,40500,0.438944444,0.07901,1,-51,0,51966,-21,1,51966,0,1,NA,158233.5,NA,164704.5,NA,-347.5,NA,NA,2.278192634
1540,323443,0,F,N,Y,0,69300,127350,8640,112500,Unaccompanied,Working,Secondary / secondary special,Single / not married,With parents,0.01885,-10143,-2232,Cooking staff,1,0.544169611,69300,0.124675325,0.067844523,1,-105,0,45000,-12,1,45000,0,1,1.137917933,26955,3086.55,23688,5400,-1985,12,0.202182718,8.020833333
4570,323564,0,F,N,Y,0,67500,225000,12334.5,225000,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.0105,-16859,-10194,Cooking staff,1,0.3,67500,0.182733333,0.05482,3,-1071.166667,0,292878,-432.8333333,6,121050,3,2,1.111111111,34110,3410.64,30699,3411,-1564,10,0.108909091,5.472455308
4686,323655,0,M,Y,Y,0,225000,1282500,37629,1282500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018209,-14787,-4766,Drivers,2,0.175438596,112500,0.16724,0.029340351,4,-1529.666667,0,2858632.65,-1131.238095,21,895500,16,2,NA,385744.5,NA,339385.5,NA,-966.3333333,NA,NA,5.979430758
1282,323657,1,M,N,N,1,157500,840951,33349.5,679500,Children,Pensioner,Secondary / secondary special,Married,House / apartment,0.006629,-20819,NA,,3,0.187287963,52500,0.211742857,0.039656888,2,-816,0,974925,-542.6666667,3,9.00E+05,1,2,0.861353013,472225.5,24241.545,558243,NA,-1136,30,NA,4.722709486
4071,323712,0,F,N,Y,0,90000,188460,8113.5,135000,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.009549,-22650,NA,,2,0.477554919,45000,0.09015,0.043051576,3,-1436.285714,0,755603.505,-416.7142857,7,428802.165,4,2,NA,4004856,NA,4432414.5,NA,-760,NA,NA,11.09262341
4630,323859,0,F,N,Y,0,90000,239850,23494.5,225000,Unaccompanied,Pensioner,Lower secondary,Married,House / apartment,0.006852,-24761,NA,,2,0.375234522,45000,0.26105,0.097954972,0,-2030,0,78008.04,-1691.5,2,0,2,1,1.01599617,208426.5,19964.835,205933.5,3510,-1886.5,11.5,0.027230764,3.830683777
4145,323959,0,F,N,Y,1,135000,285453,14701.5,193500,Unaccompanied,State servant,Incomplete higher,Single / not married,With parents,0.006629,-8162,-391,Accountants,2,0.472932497,67500,0.1089,0.051502349,1,-31,0,278320.5,-28,1,278320.5,0,1,1,248400,16285.095,248400,0,-492,18,0,9.182736455
4861,323986,0,F,N,Y,0,126000,309420,11241,202500,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.025164,-23505,NA,,2,0.407213496,63000,0.089214286,0.036329261,3,-1112.909091,0,2996995.5,-791.5454545,11,1443600,8,3,NA,1773450,NA,1994197.5,NA,-434.9,NA,NA,11.20896717
1930,324098,0,F,N,Y,0,67500,224028,8442,157500,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.028663,-10650,-2064,Sales staff,1,0.301301623,67500,0.125066667,0.03768279,1,-1367.111111,0,665793.09,-760.5555556,9,24750,8,2,NA,428325.795,NA,395797.5,NA,-887.25,NA,NA,7.995735608
3302,324101,0,F,N,Y,0,67500,284400,19134,225000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.025164,-16489,-2499,Managers,2,0.237341772,33750,0.283466667,0.067278481,2,-746.5,0,1486343.295,-327.875,8,573979.5,6,2,NA,382986,NA,421195.5,NA,-1331.777778,NA,NA,3.527751646
4221,324115,0,F,Y,N,0,180000,536917.5,23778,463500,Family,Commercial associate,Higher education,Married,House / apartment,0.008625,-20882,-9116,Accountants,2,0.335247035,90000,0.1321,0.044286133,4,-1494,0,3534853.5,-531.6666667,9,1971553.5,5,2,0.751028365,2767500,145127.52,3081375,NA,-1232.8,19.2,NA,7.57002271
1017,324196,1,F,Y,Y,0,135000,808650,26217,675000,Unaccompanied,Working,Lower secondary,Married,House / apartment,0.020713,-19261,-4023,Sales staff,2,0.166944908,67500,0.1942,0.032420701,3,-195.5,0,804339,-35.5,4,681367.5,1,2,1.291520809,680760,35937.54,653778,NA,-528.5,21,NA,5.149330587
1985,324200,0,F,N,Y,1,90000,343287,19836,310500,Family,Working,Secondary / secondary special,Married,House / apartment,0.018029,-14647,-210,Core staff,3,0.262171303,30000,0.2204,0.057782555,0,-184,0,0,-62,1,0,1,1,1.075358802,115650,19243.125,107545.5,13500,-182,6,0.121464468,4.537205082
4114,324214,0,F,N,N,0,76500,675000,19737,675000,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.01885,-18127,-7891,Medicine staff,1,0.113333333,76500,0.258,0.02924,3,-651.3333333,0,303142.5,-56.33333333,3,303142.5,0,2,1.103154795,60903,6322.995,55287,5616,-1573,10.66666667,0.101734225,3.875968992
